ID,cellline,tissue,drug,security,drug_plate_id,T0_plate_id,drug_group_id,background_od1,background_od2,od0.1,od0.2,od0.3,od1.1,od1.2,od1.3,od2.1,od2.2,od2.3,od3.1,od3.2,od3.3,od4.1,od4.2,od4.3,od5.1,od5.2,od5.3,od6.1,od6.2,od6.3,od7.1,od7.2,od7.3,od8.1,od8.2,od8.3,od9.1,od9.2,od9.3,T0_background_od1,T0_background_od2,T0_median_od
10679,MDAMB231,breast,private_company_drug_2643,pharma,6831,7501,98,63,111,4781,4031,3455,4771,4078,4057,3953,4188,3896,3891,4514,3611,4502,3647,4368,4509,4550,4329,3934,4112,2990,4656,3784,3889,4481,4626,4268,4305,3483,4084,25,84,383.5
10680,MDAMB231,breast,private_company_drug_9182,pharma,6831,7501,98,63,111,4781,4031,3455,3189,3961,3488,3394,4472,3080,4325,3330,2420,3847,3201,4381,3932,3973,4617,3041,3385,3576,3051,3601,2579,253,211,194,270,339,142,25,84,383.5
10681,MDAMB361,breast,private_company_drug_2931,pharma,6855,7508,98,84,140,5918,5426,5496,5939,5446,5603,5604,5025,6369,5323,6040,5330,5492,5259,5412,5896,5280,5850,5031,5971,6247,5234,5311,5057,213,5528,5396,5081,209,4886,63,107,3250.5
10682,MDAMB361,breast,private_company_drug_2643,pharma,6855,7508,98,84,140,5918,5426,5496,5859,5445,5944,5554,5437,5433,5467,6063,5625,5683,5361,6349,5354,6129,5264,6453,5331,5534,4644,5378,4713,4067,3824,3506,3912,3407,3316,63,107,3250.5
10683,MDAMB361,breast,private_company_drug_9182,pharma,6855,7508,98,84,140,5918,5426,5496,5660,5762,5550,5592,5574,5465,5607,5685,5530,6017,5628,5291,5860,5581,5562,4985,5298,5867,3951,4256,4531,203,187,3785,189,181,162,63,107,3250.5
10684,MDAMB361,breast,private_company_drug_2931,pharma,6869,7507,98,95,177,7431,7288,7837,7606,7406,7420,7574,6760,7152,7040,7717,6984,7175,6887,7487,7884,7252,6982,6774,7425,7448,7054,7570,6668,3134,6511,6252,342,302,251,69,124,3746
10685,MDAMB361,breast,private_company_drug_2643,pharma,6869,7507,98,95,177,7431,7288,7837,7312,7672,7317,7085,7052,6882,7188,8094,7602,7658,7155,7422,7126,7717,6877,7578,7216,6647,6815,6917,6602,5245,5306,6260,6764,5596,5420,69,124,3746
10686,MDAMB361,breast,private_company_drug_9182,pharma,6869,7507,98,95,177,7431,7288,7837,7617,7891,6907,7939,7684,6860,7736,7543,7436,7742,7029,6841,7242,7893,7408,7105,6942,7150,5835,6211,6030,303,289,217,221,273,182,69,124,3746
10687,MDAMB415,breast,private_company_drug_2931,pharma,6887,7512,98,59,113,3688,3247,3192,3532,3440,3058,3191,3218,3369,3286,3612,3131,3114,3066,3299,3267,3033,2800,2831,2980,3126,2688,2517,2693,154,2677,2837,2765,182,2320,48,97,1775.5
10688,MDAMB415,breast,private_company_drug_2643,pharma,6887,7512,98,59,113,3688,3247,3192,3504,3366,3226,3236,3418,2965,3190,3399,3266,3270,2958,3277,3185,3439,3165,3530,3048,2907,3323,3076,3001,3371,3215,3244,3574,3653,3178,48,97,1775.5
10689,MDAMB415,breast,private_company_drug_9182,pharma,6887,7512,98,59,113,3688,3247,3192,3189,3268,2955,3036,3493,3045,3254,3136,2940,3418,3543,2922,3239,3316,2917,2920,2873,3135,2419,2624,2437,139,133,2095,105,181,153,48,97,1775.5
10690,MDAMB415,breast,private_company_drug_2931,pharma,6895,7510,98,51,128,2264,1990,1958,2190,1913,2276,1904,2109,2260,1799,1893,1788,2241,2097,2367,1999,1740,1760,1687,1930,2085,1695,1976,1991,134,164,182,177,181,153,44,103,1097
10691,MDAMB415,breast,private_company_drug_2643,pharma,6895,7510,98,51,128,2264,1990,1958,1983,2103,1818,2010,2191,1989,2061,1907,1962,2117,1879,2499,1924,2437,1873,2095,2050,1801,1900,2189,1850,2659,2019,2331,2114,1825,2165,44,103,1097
10692,MDAMB415,breast,private_company_drug_9182,pharma,6895,7510,98,51,128,2264,1990,1958,2149,2204,1924,1782,2240,1967,2062,2056,1880,2394,1974,1785,2010,2181,2017,1947,1780,2104,1614,1599,1658,154,155,151,79,91,72,44,103,1097
10693,MDAMB415,breast,private_company_drug_2931,pharma,6900,7511,98,63,117,3751,3545,3577,3671,3480,3618,3381,3334,3474,3337,3533,3488,3457,3303,3543,3868,3094,3497,2848,3314,3137,2320,2695,2697,155,152,2625,194,194,2532,75,9041,1755
10694,MDAMB415,breast,private_company_drug_2643,pharma,6900,7511,98,63,117,3751,3545,3577,3529,3493,3888,3640,3726,3180,3508,3629,3807,3560,3359,3823,3577,3619,3475,3662,3674,3018,3592,3674,3382,3523,3589,3624,3789,3430,3411,75,9041,1755
10695,MDAMB415,breast,private_company_drug_9182,pharma,6900,7511,98,63,117,3751,3545,3577,3424,3540,3172,3868,3569,3280,3568,3565,3142,3537,3410,3286,3494,3745,3504,2938,2752,3043,2497,2465,2832,178,155,2434,110,124,115,75,9041,1755
10696,MDAMB436D,breast,private_company_drug_2931,pharma,6918,7513,98,52,110,3167,2979,2995,3050,2952,3139,3047,2605,2280,2554,3007,2921,2809,2511,3243,2718,3078,3125,2602,2755,2358,2527,2504,2700,823,164,148,147,129,110,34,93,844
10697,MDAMB436D,breast,private_company_drug_2643,pharma,6918,7513,98,52,110,3167,2979,2995,2921,3219,3261,2902,3184,2526,2499,2873,2623,3154,2854,3094,2975,3031,3460,2875,2842,2558,2987,2819,3540,3005,2823,3037,2322,2735,2481,34,93,844
10698,MDAMB436D,breast,private_company_drug_9182,pharma,6918,7513,98,52,110,3167,2979,2995,2497,3161,2668,2875,3378,2878,2990,2932,2745,2879,3045,3474,2966,2814,3366,2982,2316,2074,2450,2563,2191,168,149,99,89,105,87,34,93,844
10699,MDAMB436L,breast,private_company_drug_2931,pharma,6930,7514,98,107,166,9466,9564,9838,9469,10080,8740,9544,8399,8265,9166,9840,8317,9158,8959,9135,9089,9427,8458,8643,9295,8203,9174,9269,8225,8996,8457,7457,632,694,377,72,129,4467.5
10700,MDAMB436L,breast,private_company_drug_2643,pharma,6930,7514,98,107,166,9466,9564,9838,9339,9619,8436,9667,8536,7153,9354,10590,7880,9834,9162,8995,9442,10200,8321,9503,9240,7050,9299,9332,8791,9761,9174,8284,9286,9940,8444,72,129,4467.5
10701,MDAMB436L,breast,private_company_drug_9182,pharma,6930,7514,98,107,166,9466,9564,9838,9118,9833,7115,10040,8616,6898,9755,9746,7191,10170,8878,8622,10240,9279,8864,9306,8585,7255,8605,8930,6943,8751,8630,6663,282,331,203,72,129,4467.5
10702,MDAMB453,breast,private_company_drug_2931,pharma,6936,7518,98,73,114,4778,4855,4763,4799,5007,4389,4958,4938,5009,4978,4726,3898,4557,5170,4400,4513,4323,4160,4258,4656,4141,4496,4041,4158,498,600,3624,3772,160,4708,46,115,1621
10703,MDAMB453,breast,private_company_drug_2643,pharma,6936,7518,98,73,114,4778,4855,4763,4582,5452,3997,4393,4549,4146,4295,5069,4485,4572,4314,5302,5167,4653,4348,4564,4255,4424,4025,3590,3898,3440,3723,3449,2386,2466,2705,46,115,1621
10704,MDAMB453,breast,private_company_drug_9182,pharma,6936,7518,98,73,114,4778,4855,4763,4608,4830,4223,4691,4795,4280,4122,4516,4465,4619,4426,4288,4514,4379,4417,4977,4918,4185,2893,2989,2901,247,233,299,170,135,153,46,115,1621
10705,MDAMB453,breast,private_company_drug_2931,pharma,6951,7515,98,62,125,4927,5220,4811,5090,4714,4223,4754,4323,4510,4825,5365,3830,4718,5125,4931,4687,5028,3901,4466,4924,4751,4524,4759,4553,596,643,461,611,893,361,44,104,2284
10706,MDAMB453,breast,private_company_drug_2643,pharma,6951,7515,98,62,125,4927,5220,4811,4834,5172,4114,4784,4403,4260,5786,5532,4398,6401,5155,4660,4359,6586,4108,5200,5888,3517,5067,4702,3767,4801,3845,3275,3965,3488,3372,44,104,2284
10707,MDAMB453,breast,private_company_drug_9182,pharma,6951,7515,98,62,125,4927,5220,4811,4623,5067,3845,5044,4889,3291,5307,5075,3368,6418,4481,4284,6171,4905,4189,4340,4685,4568,5510,4172,2972,216,228,151,144,180,195,44,104,2284
10708,MDAMB453,breast,private_company_drug_2931,pharma,6955,7517,98,67,116,4752,3998,4041,4642,4460,4242,3796,4123,4275,4518,4299,4445,4518,3956,4363,4423,4312,4588,4148,4682,3845,3818,3846,3484,394,582,430,3738,444,164,36,93,1776.5
10709,MDAMB453,breast,private_company_drug_2643,pharma,6955,7517,98,67,116,4752,3998,4041,4553,4083,4510,4302,4073,3645,3828,4334,4212,4141,4554,4411,4548,4156,4196,4250,3762,4037,3794,3688,3759,2832,2704,2764,2096,2237,2292,36,93,1776.5
10710,MDAMB453,breast,private_company_drug_9182,pharma,6955,7517,98,67,116,4752,3998,4041,4352,4429,3943,4479,4029,3745,4335,4270,3938,4336,4036,4339,4108,4614,4735,4005,3951,3986,2495,2833,2859,156,294,2373,159,130,153,36,93,1776.5
10711,MDAMB453,breast,private_company_drug_2931,pharma,6961,7516,98,70,131,4431,4310,4336,4224,4047,4266,3903,3502,4053,3633,4328,3912,3829,4238,3934,4542,4107,4076,3954,4204,3812,4323,4814,3904,579,608,1988,682,803,4010,43,94,1843.5
10712,MDAMB453,breast,private_company_drug_2643,pharma,6961,7516,98,70,131,4431,4310,4336,4181,4424,4201,4100,4048,3620,3931,4308,4402,4413,4151,3830,3906,4904,3720,4368,4383,3507,4239,4523,3888,3541,3381,3492,3472,3192,2852,43,94,1843.5
10713,MDAMB453,breast,private_company_drug_9182,pharma,6961,7516,98,70,131,4431,4310,4336,3883,4624,3631,4426,4025,3662,4353,4320,3353,4830,4008,4121,4736,4838,4237,4144,3899,3907,3398,3203,3485,378,324,217,207,149,114,43,94,1843.5
10714,MDAMB468D,breast,private_company_drug_2931,pharma,6982,7520,98,95,158,7457,6825,6607,7774,6535,7238,6717,6913,7258,6795,7105,6329,6743,6749,7091,7497,6295,6814,6359,6961,6704,5441,5717,5462,263,3316,2201,208,210,181,34,87,1479.5
10715,MDAMB468D,breast,private_company_drug_2643,pharma,6982,7520,98,95,158,7457,6825,6607,6911,6561,7023,7158,7434,6344,6422,7027,6737,6832,6260,7425,6933,7080,6454,7161,6652,6136,7016,7037,6375,6703,6279,6688,6490,6120,6675,34,87,1479.5
10716,MDAMB468D,breast,private_company_drug_9182,pharma,6982,7520,98,95,158,7457,6825,6607,6563,6990,6178,6614,7293,6893,6677,7179,6286,6671,6716,6653,6794,6880,6987,6273,6093,6708,4858,5791,5844,217,207,164,205,232,178,34,87,1479.5
10717,MDAMB468D,breast,private_company_drug_2931,pharma,6997,7519,98,129,185,10890,10490,9572,10010,10350,10380,9798,10860,9695,9527,11090,9329,9704,10970,11050,9753,10300,9559,9260,9456,9565,9587,8572,9973,1747,2238,2090,6809,383,6426,60,123,2756.5
10718,MDAMB468D,breast,private_company_drug_2643,pharma,6997,7519,98,129,185,10890,10490,9572,10890,10480,10360,9606,10600,8889,10780,11200,9097,10510,9563,10450,9701,11130,9360,10840,9924,8351,9730,9965,9089,10240,8701,10650,10810,8483,8725,60,123,2756.5
10719,MDAMB468D,breast,private_company_drug_9182,pharma,6997,7519,98,129,185,10890,10490,9572,9482,10140,9123,10340,11120,8859,10650,9959,8919,10710,9450,9132,10860,9835,9535,9232,8888,8500,7884,8317,6458,373,369,243,335,365,286,60,123,2756.5
10720,MDAMB468L,breast,private_company_drug_2931,pharma,7010,7522,98,50,118,4450,4565,4366,4259,4193,3349,4491,3262,3388,3894,4529,3361,4461,4036,4036,4231,3963,2899,4217,4836,3250,3106,3866,2506,1469,1539,892,137,148,98,47,109,1331
10721,MDAMB468L,breast,private_company_drug_2643,pharma,7010,7522,98,50,118,4450,4565,4366,4844,4443,3367,4482,3553,2522,4282,4662,3146,4846,4104,3743,4646,4923,3366,4544,4561,2177,4792,4641,3262,4528,4221,3707,4958,4234,3824,47,109,1331
10722,MDAMB468L,breast,private_company_drug_9182,pharma,7010,7522,98,50,118,4450,4565,4366,4509,4239,2573,4427,3850,2945,4484,4264,2747,4796,4766,3277,5189,4185,3292,4247,3739,2722,3837,3372,2217,143,139,74,125,159,97,47,109,1331
10723,MDAMB468L,breast,private_company_drug_2931,pharma,7014,7521,98,60,128,5052,5867,5766,5196,6041,4539,5578,4567,3538,5094,5952,4099,5159,5363,5162,3186,6146,4318,2760,5055,3779,6167,5608,4296,492,196,258,138,173,3776,60,121,2533
10724,MDAMB468L,breast,private_company_drug_2643,pharma,7014,7521,98,60,128,5052,5867,5766,5446,5913,4222,4430,4199,3231,5181,6056,3872,6292,5517,4380,5313,5405,4477,6199,5402,3072,5347,3660,5171,5119,5899,5068,4429,4995,4792,60,121,2533
10725,MDAMB468L,breast,private_company_drug_9182,pharma,7014,7521,98,60,128,5052,5867,5766,5326,5818,3250,5762,3993,1367,5846,4272,3086,5710,3144,4800,5236,5243,5195,3581,5061,3629,4705,4657,1276,310,227,99,158,188,113,60,121,2533
10726,MX1,breast,private_company_drug_2931,pharma,7027,7523,98,102,171,7461,7074,6968,7449,7381,8484,6773,7113,7670,7371,7453,6958,7553,7252,6695,7275,6735,6815,6703,7007,6910,6485,7420,6379,445,495,487,292,255,6257,74,138,3901
10727,MX1,breast,private_company_drug_2643,pharma,7027,7523,98,102,171,7461,7074,6968,7279,7326,6842,7165,6878,6737,7547,7170,7267,7440,6870,7148,6953,7597,6686,7182,7411,6842,7026,7173,6834,6396,5849,5794,5289,5377,5379,74,138,3901
10728,MX1,breast,private_company_drug_9182,pharma,7027,7523,98,102,171,7461,7074,6968,7216,7230,7232,7491,6821,7209,6938,7423,6572,7579,7183,6645,7506,7401,6909,6976,6802,7166,5831,6393,6062,373,328,266,216,225,180,74,138,3901
10732,SKBR3,breast,private_company_drug_2931,pharma,7047,7526,98,79,93,7783,7046,7550,7922,7136,6206,6895,7052,7341,7739,7291,6542,7599,6544,7865,7197,7642,6233,6300,8016,7307,7323,7765,7255,6841,7068,7116,6531,340,5930,42,118,2640.5
10733,SKBR3,breast,private_company_drug_2643,pharma,7047,7526,98,79,93,7783,7046,7550,8092,7452,6336,6970,8579,5903,6910,7746,7593,7658,6636,8745,7145,8167,6226,7299,6772,5543,5479,5776,5259,3051,2780,2831,2494,2582,2418,42,118,2640.5
10734,SKBR3,breast,private_company_drug_9182,pharma,7047,7526,98,79,93,7783,7046,7550,7158,7638,6323,7675,8178,5885,7492,7121,6029,7401,6853,6328,8024,7243,6401,6006,6074,6725,3810,3881,3269,616,535,2626,235,202,596,42,118,2640.5
10735,SKBR3,breast,private_company_drug_2931,pharma,7066,7527,98,76,130,6346,6453,6295,5703,5690,6401,6679,6730,5653,6490,6206,6831,6460,6622,6389,6537,6046,6333,6572,5956,5135,4064,5179,5240,564,373,360,220,252,165,43,90,1959
10736,SKBR3,breast,private_company_drug_2643,pharma,7066,7527,98,76,130,6346,6453,6295,5979,6384,7018,6057,6680,6250,6706,5844,5640,5897,6585,6321,5972,6158,6705,4011,5140,4916,2268,2397,2860,2033,2372,2252,2220,1951,2093,43,90,1959
10737,SKBR3,breast,private_company_drug_9182,pharma,7066,7527,98,76,130,6346,6453,6295,6685,5628,6122,6425,6728,6130,5851,5682,6365,6575,6691,6716,6308,5958,5429,4040,4711,3495,2513,2198,2080,534,542,384,162,154,144,43,90,1959
10738,SUM1315MO2,breast,private_company_drug_2931,pharma,7072,9044,98,87,138,5439,5384,5296,5277,5305,5298,5251,5634,5509,5344,5073,5049,5136,5485,5572,5248,4712,5382,4872,4394,4140,4162,4365,4501,376,271,3952,4425,189,4455,50,129,2946.5
10739,SUM1315MO2,breast,private_company_drug_2643,pharma,7072,9044,98,87,138,5439,5384,5296,4768,5496,5340,5461,5451,5575,5303,5219,5062,5295,4971,5413,4950,5282,5772,5203,5113,5005,4822,4891,5001,4875,5062,5219,4046,3612,4340,50,129,2946.5
10740,SUM1315MO2,breast,private_company_drug_9182,pharma,7072,9044,98,87,138,5439,5384,5296,5180,5382,5425,5431,5439,5642,5380,5515,5323,5261,5473,5459,5021,5286,5088,4852,4275,4473,3814,3818,3718,234,192,156,179,188,173,50,129,2946.5
10741,SUM1315MO2,breast,private_company_drug_2931,pharma,7074,7528,98,51,65,4719,4081,4435,4836,4644,4443,4444,4777,4683,4623,4285,4465,4451,4184,4796,4391,4101,3978,3692,4299,3737,3602,3772,3918,3926,3501,3673,3808,139,3429,43,96,2289.5
10742,SUM1315MO2,breast,private_company_drug_2643,pharma,7074,7528,98,51,65,4719,4081,4435,4504,4369,4413,4159,4816,3955,4351,4455,4574,4299,4287,4901,4508,4607,4332,4293,4258,3906,4256,3904,3924,3968,3624,4055,3736,3771,4107,43,96,2289.5
10743,SUM1315MO2,breast,private_company_drug_9182,pharma,7074,7528,98,51,65,4719,4081,4435,4442,4468,4101,4670,4774,3969,4329,4249,4005,4490,4238,4359,4343,4342,4047,3762,3592,3805,3195,3545,3370,265,159,3009,126,137,134,43,96,2289.5
10744,SUM159PT,breast,private_company_drug_2931,pharma,7102,7531,98,45,103,1965,1943,2102,2509,2294,2133,2229,1868,1868,2153,2071,2134,2345,1931,2268,2064,1999,2459,2022,2281,2073,1223,1154,1030,1071,91,108,251,70,723,24,66,218
10745,SUM159PT,breast,private_company_drug_2643,pharma,7102,7531,98,45,103,1965,1943,2102,1956,2020,2156,1971,2057,1880,1918,2053,2220,2039,1992,2191,2082,2095,2189,2036,1975,1683,2095,1983,2107,1909,1802,2083,2054,1926,2026,24,66,218
10746,SUM159PT,breast,private_company_drug_9182,pharma,7102,7531,98,45,103,1965,1943,2102,2114,2192,1842,2008,2047,1759,2160,2138,1942,2124,2030,2236,2053,2076,2141,2086,1990,2005,1053,1008,585,78,93,43,59,70,61,24,66,218
10747,SUM185PE,breast,private_company_drug_2931,pharma,7119,7532,98,80,140,6348,4740,4950,6752,4876,5208,4819,5280,4584,5079,5606,5244,4952,4671,5384,5015,4467,4649,4135,5237,4959,3945,3924,4575,234,243,325,169,183,135,74,139,3331.5
10748,SUM185PE,breast,private_company_drug_2643,pharma,7119,7532,98,80,140,6348,4740,4950,6071,4983,4825,4917,5355,4609,4678,5503,4914,4793,5042,5574,5153,5151,5342,5933,4566,4667,5601,5008,4448,5179,4733,5728,5075,5008,5260,74,139,3331.5
10749,SUM185PE,breast,private_company_drug_9182,pharma,7119,7532,98,80,140,6348,4740,4950,4743,5527,4485,5310,6028,4693,5032,4904,4750,5056,4361,4554,4453,5272,4304,4321,4190,4614,3417,4195,3729,209,3390,188,149,158,135,74,139,3331.5
10750,SUM225CWN,breast,private_company_drug_2931,pharma,7132,7534,98,54,127,2826,2398,2228,2920,2504,2631,2351,2595,2856,2431,2706,2306,2445,2597,2394,3246,2318,2642,2282,2712,2948,1984,2183,2091,316,300,433,169,247,239,45,108,1334
10751,SUM225CWN,breast,private_company_drug_2643,pharma,7132,7534,98,54,127,2826,2398,2228,2566,2470,2699,2558,2508,2498,2323,2785,2646,2611,2471,2540,2270,2616,2418,2644,2407,2315,1915,1789,1912,1262,1044,1015,1101,933,860,45,108,1334
10752,SUM225CWN,breast,private_company_drug_9182,pharma,7132,7534,98,54,127,2826,2398,2228,2378,2420,2395,2408,2578,2595,2798,2527,2529,2764,2189,2293,2888,2710,2486,2172,2450,2518,1219,1218,1460,176,954,140,67,76,67,45,108,1334
10753,SUM225CWN,breast,private_company_drug_2931,pharma,7143,7533,98,90,143,4427,4127,4684,4518,4088,4825,4488,5014,5159,4714,5003,5246,4303,4574,5224,4929,4285,4875,4773,4821,5041,3860,4396,5054,3187,3555,3479,296,345,285,52,91,2447.5
10754,SUM225CWN,breast,private_company_drug_2643,pharma,7143,7533,98,90,143,4427,4127,4684,4300,4334,5221,4598,5347,4394,4508,4967,5126,4807,4041,5622,4037,4934,4659,5044,4461,4125,3500,3444,3732,2269,1940,2479,2224,2179,2145,52,91,2447.5
10755,SUM225CWN,breast,private_company_drug_9182,pharma,7143,7533,98,90,143,4427,4127,4684,4711,4644,4761,4858,5633,5004,4704,4735,4931,4719,4482,4652,4828,5120,4765,4232,4175,4874,2805,2603,3322,292,254,1698,133,138,128,52,91,2447.5
10756,SUM229PE,breast,private_company_drug_2931,pharma,7149,7537,98,77,128,6319,5663,6033,6552,5776,5470,5851,6765,5384,5879,5962,5556,5535,5642,5686,5719,4907,4905,3414,3799,3172,1458,1559,1765,263,279,254,192,214,138,45,122,1677.5
10757,SUM229PE,breast,private_company_drug_2643,pharma,7149,7537,98,77,128,6319,5663,6033,6118,5696,5526,5908,5972,5395,5462,5947,5760,5761,5765,6237,6519,5565,5674,5961,5771,5447,5460,5388,5002,4415,4418,4967,3504,3390,4147,45,122,1677.5
10758,SUM229PE,breast,private_company_drug_9182,pharma,7149,7537,98,77,128,6319,5663,6033,5544,6064,5665,6071,5944,5619,6292,5989,5609,5420,5779,5360,4839,5448,4621,3006,2798,3276,1204,1288,1144,220,1020,250,138,150,131,45,122,1677.5
10759,SUM229PE,breast,private_company_drug_2931,pharma,7159,7535,98,73,131,7219,7372,6953,6682,7505,6667,7172,6314,6228,7293,7400,7050,6599,7295,6326,6355,6578,6662,5990,6667,5937,3645,3256,1865,863,776,649,243,223,198,59,138,3629
10760,SUM229PE,breast,private_company_drug_2643,pharma,7159,7535,98,73,131,7219,7372,6953,6916,7496,6627,6914,6295,6651,7512,7544,6354,7236,7031,6153,6469,7776,7279,7270,7381,6002,7442,6441,6798,6892,6877,6116,7451,7484,6346,59,138,3629
10761,SUM229PE,breast,private_company_drug_9182,pharma,7159,7535,98,73,131,7219,7372,6953,7284,7053,6825,7248,6394,6759,7360,6839,6755,7550,6692,6656,7105,6737,6840,6085,6421,5492,3796,3063,1450,380,306,831,178,204,196,59,138,3629
10762,SUM52PE,breast,private_company_drug_2931,pharma,7169,7541,98,62,139,4416,4679,4903,4197,4041,3981,4442,4083,3981,4046,4539,4530,4219,4294,4099,4069,4102,3819,3821,3765,3824,2893,2623,2748,491,543,562,272,382,238,53,117,1563
10763,SUM52PE,breast,private_company_drug_2643,pharma,7169,7541,98,62,139,4416,4679,4903,4454,4030,4228,4377,4192,3998,4203,4533,4202,4132,3838,3860,4175,4440,4161,4300,4206,4252,4230,4189,4005,4517,4148,4174,4004,3871,3958,53,117,1563
10764,SUM52PE,breast,private_company_drug_9182,pharma,7169,7541,98,62,139,4416,4679,4903,4039,5297,4089,4173,3936,4117,4295,4590,3742,4486,3927,3962,4343,4398,3836,3673,3461,3524,2512,2471,2749,299,1432,382,125,145,112,53,117,1563
10765,SUM52PE,breast,private_company_drug_2931,pharma,7174,7539,98,64,103,5333,4358,4804,4498,4864,4495,4483,4719,3516,4287,4538,4231,4638,4149,4701,4201,5172,4356,3825,4127,3401,3143,2782,3099,252,234,279,231,216,248,42,84,1603.5
10766,SUM52PE,breast,private_company_drug_2643,pharma,7174,7539,98,64,103,5333,4358,4804,5193,4424,4527,4363,5061,3211,3980,4818,4256,4177,4597,4777,4649,4326,4249,4461,3978,3714,5041,4334,4335,3995,4298,4545,3965,4296,4551,42,84,1603.5
10767,SUM52PE,breast,private_company_drug_9182,pharma,7174,7539,98,64,103,5333,4358,4804,4310,4819,3160,4705,4838,3047,4483,4105,3614,4175,3970,4204,4109,4825,4438,3584,4143,3151,2457,2733,1944,245,253,130,162,157,215,42,84,1603.5
10768,T47D,breast,private_company_drug_2931,pharma,7187,7543,98,50,98,2746,2496,2432,2846,2678,2505,2467,2460,2627,2579,2569,2505,2495,2355,2600,2447,2282,2285,2226,2447,2629,2195,2377,2268,165,159,2455,2204,86,2021,39,79,968
10769,T47D,breast,private_company_drug_2643,pharma,7187,7543,98,50,98,2746,2496,2432,2612,2442,2462,2458,2738,2371,2336,2548,3123,2461,2649,2802,2725,2481,2409,2597,2404,2236,2463,2215,2054,2083,2190,2291,1744,1611,1893,39,79,968
10770,T47D,breast,private_company_drug_9182,pharma,7187,7543,98,50,98,2746,2496,2432,2675,2524,2404,2560,3010,2453,2488,2864,2285,2669,2405,2472,2511,2422,2331,2002,2129,2619,1713,2174,1789,133,135,85,82,97,119,39,79,968
10771,T47D,breast,private_company_drug_2931,pharma,7199,7542,98,86,133,5314,5212,5156,5260,5610,5421,5098,5059,4914,4851,5603,5121,4801,5066,4740,5333,5184,5092,4967,4912,4693,4590,4870,4506,2269,3054,2929,200,209,173,54,119,2161
10772,T47D,breast,private_company_drug_2643,pharma,7199,7542,98,86,133,5314,5212,5156,5304,5296,5419,5198,4879,4560,4765,5304,5232,5574,4872,4911,4963,5538,5210,5405,5020,4665,5087,5132,4229,5241,4982,4820,4957,5029,4502,54,119,2161
10773,T47D,breast,private_company_drug_9182,pharma,7199,7542,98,86,133,5314,5212,5156,5089,5446,4642,5371,4879,4710,5230,5402,2964,5286,5357,5063,4993,5287,5152,4951,5023,4507,4410,4602,4221,712,827,3225,148,169,149,54,119,2161
10774,T47DKBLUC,breast,private_company_drug_2931,pharma,7207,7546,98,71,121,4509,4396,4081,4484,4343,3819,4613,4437,4473,4393,4348,4119,4155,4342,4620,4200,4377,4189,3833,4153,3946,3412,3740,3589,174,167,3539,3548,158,3505,56,99,2426.5
10775,T47DKBLUC,breast,private_company_drug_2643,pharma,7207,7546,98,71,121,4509,4396,4081,4557,4414,4075,4599,4560,4289,4181,4321,4500,4715,4394,4829,4568,4508,4117,4247,4403,4140,4093,3828,3868,4150,4302,4229,2921,2882,3537,56,99,2426.5
10776,T47DKBLUC,breast,private_company_drug_9182,pharma,7207,7546,98,71,121,4509,4396,4081,4838,4393,4460,4770,4734,4246,4358,4462,4306,4242,4285,4153,4338,4471,3988,3982,3702,4074,2924,3061,3093,167,152,118,151,139,131,56,99,2426.5
10777,T47DKBLUC,breast,private_company_drug_2931,pharma,7217,7544,98,90,158,7643,7622,7241,7588,7817,7376,7281,6757,6693,6577,7942,6841,7562,7542,6750,7176,6899,6759,6504,7478,7489,6666,7033,6325,5038,5918,5388,284,293,231,61,108,3200
10778,T47DKBLUC,breast,private_company_drug_2643,pharma,7217,7544,98,90,158,7643,7622,7241,7450,7988,7036,6960,6320,6480,7297,8594,6719,7575,7404,6625,7570,7343,7181,7797,7460,5818,7399,7347,7295,7613,7918,7217,8162,7257,6519,61,108,3200
10779,T47DKBLUC,breast,private_company_drug_9182,pharma,7217,7544,98,90,158,7643,7622,7241,6993,7287,6176,7294,6540,5555,7701,7060,5888,7281,6515,7380,7437,7124,7226,6660,6767,6580,6890,6318,6423,269,283,2710,282,304,195,61,108,3200
10780,T47DKBLUC,breast,private_company_drug_2931,pharma,7228,7545,98,77,125,6527,6046,6115,6584,6001,6295,5755,5704,5682,5837,6134,6608,6270,6203,5470,5852,5726,5591,5452,5561,5958,5449,4883,5148,4297,218,4131,5555,193,158,54,116,2836
10781,T47DKBLUC,breast,private_company_drug_2643,pharma,7228,7545,98,77,125,6527,6046,6115,6478,6003,6004,6166,5534,5851,5906,6357,4931,5987,5898,5387,6376,6132,5975,6304,5838,5693,6283,5442,5917,5723,5861,5186,5306,5097,5146,54,116,2836
10782,T47DKBLUC,breast,private_company_drug_9182,pharma,7228,7545,98,77,125,6527,6046,6115,5799,5612,5783,5467,5844,5070,6123,5998,5130,6065,5928,6049,5912,5385,6294,5838,5430,5859,5281,4802,4932,221,237,165,200,206,160,54,116,2836
10783,UACC812,breast,private_company_drug_2931,pharma,7238,7547,98,59,132,5333,5998,5748,4929,5665,5369,5858,3243,4105,5037,6022,4619,5214,5742,3439,5270,5581,4594,5012,5018,4581,5017,5134,3365,3170,3411,2948,433,442,263,44,103,2796
