Cell HMS LINCS ID	Cell Name	Clinical Subtype	Transcriptional Subtype	Small Molecule HMS LINCS ID	Small Molecule HMS LINCS ID	Antibody HMS LINCS ID	Antibody Name	Perturbagen Target	Perturbagen Class	Biological Replicate ID	Conc Unit	GR50	GEC50	GRmax	GRinf	GR Hill Coefficient	GR_AOC	GR r2	Nominal Division Rate
51083-1	SUM159PT	TNBC	Basal B	10511-999-1	Mebendazole					13054.174	uM	0.26419	0.20965	0.072586	0.19578	2.1487	0.39012	0.93414	3.1161
51083-1	SUM159PT	TNBC	Basal B	10264-101-1	Methotrexate			DHFR	Metabolism	7531.085	uM	Inf	Inf	0.96573	0.96573	0	0.021917	0.44448	3.5188
51083-1	SUM159PT	TNBC	Basal B	10512-999-1	Methylglyoxal					13054.184	uM	220.4761	301.5648	-0.87667	-0.74034	2.9008	0.80047	0.87875	2.8248
51083-1	SUM159PT	TNBC	Basal B	10266-101-1	NSC 663284			CDC25	CDC	10520.14	uM	1.4865	1.7264	-0.70509	-0.55647	5	0.52135	0.96921	3.7031
51083-1	SUM159PT	TNBC	Basal B	10266-101-1	NSC 663284			CDC25	CDC	11057.152	uM	2.5947	3.484	-0.73477	-0.51532	2.4037	0.44152	0.97453	3.8541
51083-1	SUM159PT	TNBC	Basal B	10267-101-1	NU6102			CDK1/2	CDK	11057.147	uM	17.109	24.2192	-0.15454	-0.37814	1.6205	0.14812	0.99192	3.9818
51083-1	SUM159PT	TNBC	Basal B	10513-999-1	Nelfinavir					13004.174	uM	9.9691	15.8976	-0.70311	-1	2.3541	0.18571	0.98624	3.2757
51083-1	SUM159PT	TNBC	Basal B	10513-999-1	Nelfinavir					13054.174	uM	Inf	Inf	0.96128	0.96128	0	0.025144	0.14498	3.1161
51083-1	SUM159PT	TNBC	Basal B	10099-101-2	Nilotinib			ABL	nRTK	11057.145	uM	Inf	Inf	1.0062	1.0062	0	-0.014316	-0.1841	3.8266
51083-1	SUM159PT	TNBC	Basal B	10268-101-1	Nutlin 3a			MDM2	MDM2	7531.066	uM	28.5148	18.9528	0.4313	0.42998	4.8127	0.034107	0.98602	3.3129
51083-1	SUM159PT	TNBC	Basal B	10344-101-1	Olomoucine II			CDK1	CDK	11057.147	uM	7.2888	6.9766	0.053199	0.043796	2.0939	0.23656	0.99486	3.9818
51083-1	SUM159PT	TNBC	Basal B	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	7918.011	uM	3.8711	9.7644	-0.47011	-0.53795	0.78944	0.50137	0.99831	2.8897
51083-1	SUM159PT	TNBC	Basal B	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	7919.011	uM	3.1224	8.2722	-0.45919	-0.52308	0.73486	0.50666	0.99498	3.6508
51083-1	SUM159PT	TNBC	Basal B	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	7920.075	uM	9.3968	19.3008	-0.20218	-0.34646	0.73141	0.37896	0.98276	4.5785
51083-1	SUM159PT	TNBC	Basal B	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	9844.021	uM	3.9497	11.0459	-0.5941	-0.63892	0.80048	0.49508	0.9919	2.4889
51083-1	SUM159PT	TNBC	Basal B	10270-101-1	Oxamflatin			HDAC	HDAC	11057.147	uM	0.8425	4.5798	-0.72323	-1	0.6489	0.45771	0.99879	3.9818
51083-1	SUM159PT	TNBC	Basal B	10271-101-2	PD 98059			MEK	MAPK	10520.136	uM	Inf	60.941	0.70367	0.5045	0.81531	0.035612	0.89087	4.0331
51083-1	SUM159PT	TNBC	Basal B	10271-101-2	PD 98059			MEK	MAPK	11057.152	uM	Inf	Inf	0.78565	-0.99878	0.84223	0.030465	0.86398	3.8541
51083-1	SUM159PT	TNBC	Basal B	10026-101-3	PD173074			FGFR1/3	RTK	10520.1	uM	10.639	15.9038	-0.71372	-0.77463	2.3277	0.19192	0.99631	3.6151
51083-1	SUM159PT	TNBC	Basal B	10026-101-3	PD173074			FGFR1/3	RTK	7531.093	uM	7.493	12.7919	-0.76109	-1	2.0541	0.19325	0.99481	3.5995
51083-1	SUM159PT	TNBC	Basal B	10048-101-7	PD184352			MEK	MAPK	11057.155	uM	20.1375	Inf	0.41886	-0.54124	0.18784	0.23965	0.93525	4.1614
51083-1	SUM159PT	TNBC	Basal B	10048-101-7	PD184352			MEK	MAPK	11057.155	uM	20.1375	Inf	0.41886	-0.54124	0.18784	0.23965	0.93525	4.1614
51083-1	SUM159PT	TNBC	Basal B	10345-111-3	Torkinib					15402.211	uM	0.012019	0.016097	-0.053653	-0.072383	0.4628	0.65559	0.99503	3.0887
51083-1	SUM159PT	TNBC	Basal B	10514-102-1	PS-1145			IKK	NFKB	7531.065	uM	Inf	Inf	1.05	1.05	0	-0.037006	-7.5867	3.4461
51083-1	SUM159PT	TNBC	Basal B	10272-999-1	Pemetrexed			TYMS/DHFR/GARFT	TYMS	7531.095	uM	Inf	Inf	0.95178	0.95178	0	0.048375	0.32943	3.5302
51083-1	SUM159PT	TNBC	Basal B	10273-101-1	Purvalanol A			CDK1	CDK	7531.067	uM	Inf	34.5231	0.86193	0.86187	5	0.013682	0.84571	3.6061
51083-1	SUM159PT	TNBC	Basal B	10515-101-1	QNZ			NFkB	NFKB	7531.096	uM	Inf	Inf	0.77061	0.19977	0.34255	0.044624	0.66647	3.5504
51083-1	SUM159PT	TNBC	Basal B	10052-101-3	Sirolimus			MTOR	MTOR	7920.068	uM	4.6818	9.9262	-0.23456	-0.17446	0.39829	0.34698	0.6243	4.3418
51083-1	SUM159PT	TNBC	Basal B	10052-101-3	Sirolimus			MTOR	MTOR	9042.068	uM	0.13193	17.3643	-0.79617	-1	0.22513	0.6042	0.6577	1.8008
51083-1	SUM159PT	TNBC	Basal B	10516-999-1	Ribavirin					15402.211	uM	51.6687	Inf	0.46275	-0.69502	0.29409	0.15688	0.87819	3.0887
51083-1	SUM159PT	TNBC	Basal B	10517-102-1	Ro 32-0432			PKC	PKC	10520.142	uM	Inf	Inf	1.05	1.05	0	-0.023629	-0.32744	3.1766
51083-1	SUM159PT	TNBC	Basal B	10274-101-1	SB-3CT			MMP2/9	MMP	11057.144	uM	22.6959	50.7131	-0.4344	-0.99999	1.3664	0.14335	0.99477	3.7784
51083-1	SUM159PT	TNBC	Basal B	10056-101-2	Selumetinib			MEK	MAPK	11057.155	uM	54.2552	19.0587	0.47874	0.088488	0.18617	0.25838	0.96463	4.1614
51083-1	SUM159PT	TNBC	Basal B	10035-109-2	Sigma A6730			AKT	AKT	10520.141	uM	11.0912	20.9001	-0.71153	-0.95382	1.6846	0.20151	0.99518	3.6374
51083-1	SUM159PT	TNBC	Basal B	10035-109-2	Sigma A6730			AKT	AKT	11057.158	uM	11.0445	21.6729	-0.73428	-1	1.6297	0.20525	0.99751	3.8594
51083-1	SUM159PT	TNBC	Basal B	10008-104-3	Sorafenib			PDGFR/VEGFR/KIT/FLT3	RTK	7531.085	uM	36.4906	81.3091	-0.7688	-1	1.3712	0.22146	0.99636	3.5188
51083-1	SUM159PT	TNBC	Basal B	10518-101-1	Sulindac sulfide			COX1/2	COX	10520.136	uM	Inf	Inf	0.97665	0.97665	0	-0.0015469	0.059723	4.0331
51083-1	SUM159PT	TNBC	Basal B	10175-106-3	Sunitinib			PDGFR/VEGFR/KIT/FLT3	RTK	7531.067	uM	2.4218	5.216	-0.76046	-0.8093	1.2547	0.5048	0.99685	3.6061
51083-1	SUM159PT	TNBC	Basal B	10519-101-1	TAPI-0			TACE/Collagenase		7531.096	uM	Inf	Inf	0.86943	0.86943	0	0.039051	0.39824	3.5504
51083-1	SUM159PT	TNBC	Basal B	10276-101-1	TCS 2312			CHK1	CHK	10520.14	uM	0.48877	0.61898	-0.3612	-0.33277	2.1599	0.42854	0.9923	3.7031
51083-1	SUM159PT	TNBC	Basal B	10276-101-1	TCS 2312			CHK1	CHK	11057.152	uM	1.1531	1.1369	0.0038743	0.025083	3.6451	0.24851	0.99812	3.8541
51083-1	SUM159PT	TNBC	Basal B	10520-101-1	TCS PIM-1 1			Pim kinase	PIM	10520.135	uM	97.2213	40.4117	0.48968	0.48562	4.0427	0.02928	0.95677	3.6895
51083-1	SUM159PT	TNBC	Basal B	10520-101-1	TCS PIM-1 1			Pim kinase	PIM	11057.135	uM	Inf	30.9379	0.66725	0.66702	4.9977	0.027037	0.96628	3.934
51083-1	SUM159PT	TNBC	Basal B	10136-101-2	TPCA-1			IKK	NFKB	10520.1	uM	3.7656	2.1088	0.19087	0.23223	1.0771	0.24047	0.98645	3.6151
51083-1	SUM159PT	TNBC	Basal B	10136-101-2	TPCA-1			IKK	NFKB	7531.093	uM	5.2132	2.2294	0.37195	0.35802	1.482	0.18332	0.99367	3.5995
51083-1	SUM159PT	TNBC	Basal B	10102-101-3	Taxol			TUBB	TUBB	13004.002	uM	0.004492	0.0051271	-0.19598	-0.15082	1.9936	0.78398	0.99812	3.1387
51083-1	SUM159PT	TNBC	Basal B	10102-101-3	Taxol			TUBB	TUBB	13054.002	uM	0.0038925	0.0046274	-0.18503	-0.15861	1.5931	0.80007	0.99814	3.0574
51083-1	SUM159PT	TNBC	Basal B	10102-101-3	Taxol			TUBB	TUBB	7918.002	uM	0.020709	0.024639	-0.26685	-0.24059	2.2605	0.71522	0.99117	2.8377
51083-1	SUM159PT	TNBC	Basal B	10102-101-3	Taxol			TUBB	TUBB	9844.002	uM	0.010055	0.015228	-0.63944	-0.38744	1.3823	0.80151	0.96614	2.4608
51083-1	SUM159PT	TNBC	Basal B	10277-101-1	Temsirolimus			MTOR	MTOR	11057.144	uM	3.5129	26.6756	-0.74173	-1	0.5419	0.40636	0.84126	3.7784
51083-1	SUM159PT	TNBC	Basal B	10278-999-1	Topotecan			TOP1	TOP	7918.007	uM	0.0405	0.038939	-0.46391	0.089161	4.9965	0.59532	0.60769	2.9756
51083-1	SUM159PT	TNBC	Basal B	10278-999-1	Topotecan			TOP1	TOP	7919.043	uM	4.9405	67.0345	-0.12266	-1	0.42129	0.29895	0.985	3.1744
51083-1	SUM159PT	TNBC	Basal B	10021-101-5	Tozasertib			AURK/FLT3/ABL/JAK2	AURK	10520.138	uM	1.0595	2.5847	-0.22394	-0.29881	0.52537	0.37089	0.93466	3.3183
51083-1	SUM159PT	TNBC	Basal B	10021-101-5	Tozasertib			AURK/FLT3/ABL/JAK2	AURK	11057.15	uM	2.6511	41.2414	0.021307	-0.99864	0.39997	0.24439	0.97567	4.0042
51083-1	SUM159PT	TNBC	Basal B	10142-999-2	Trametinib			MEK	MAPK	7918.012	uM	0.49909	0.034579	0.23532	0.31723	0.37699	0.31506	0.81662	2.9753
51083-1	SUM159PT	TNBC	Basal B	10142-999-2	Trametinib			MEK	MAPK	7918.036	uM	0.015795	0.0030551	0.34312	0.42695	1.1708	0.36603	0.92856	2.9113
51083-1	SUM159PT	TNBC	Basal B	10142-999-2	Trametinib			MEK	MAPK	7919.036	uM	0.38794	0.0060581	0.464	0.48283	0.8106	0.32071	0.99095	3.6233
51083-1	SUM159PT	TNBC	Basal B	10142-999-2	Trametinib			MEK	MAPK	7920.05	uM	Inf	0.020336	0.4715	0.5077	0.65836	0.25182	0.98226	4.1624
51083-1	SUM159PT	TNBC	Basal B	10142-999-2	Trametinib			MEK	MAPK	9042.05	uM	Inf	0.0048929	0.51734	0.49027	0.29893	0.3056	0.87551	3.1161
51083-1	SUM159PT	TNBC	Basal B	10142-999-2	Trametinib			MEK	MAPK	9844.012	uM	0.0086686	0.0045199	0.20496	0.28485	1.2949	0.44961	0.98658	2.2776
51083-1	SUM159PT	TNBC	Basal B	10279-101-1	Trichostatin A			HDAC	HDAC	7531.065	uM	9.7189	20.7014	-0.77584	-0.71011	1.1689	0.70815	0.99529	3.4461
51083-1	SUM159PT	TNBC	Basal B	10280-101-1	Triciribine			AKT	AKT	7531.074	uM	16.198	Inf	0.3865	-1	0.30924	0.17282	0.98053	3.2488
51083-1	SUM159PT	TNBC	Basal B	10346-110-1	Valproic acid			HDAC	HDAC	11057.143	uM	761.5482	1000	-0.57096	-0.19649	1.2168	0.20711	0.81552	4.1426
51083-1	SUM159PT	TNBC	Basal B	10281-101-1	Vinorelbine			TUBB	TUBB	7918.018	uM	0.00074477	0.0010919	-0.55233	-0.34564	1.3735	1.1044	0.96526	3.0213
51083-1	SUM159PT	TNBC	Basal B	10281-101-1	Vinorelbine			TUBB	TUBB	7919.042	uM	0.010283	0.011059	-0.38678	-0.16393	3.8975	0.75054	0.97022	3.7203
51083-1	SUM159PT	TNBC	Basal B	10281-101-1	Vinorelbine			TUBB	TUBB	7920.018	uM	0.019931	0.020961	-0.28471	-0.048272	1.8288	0.6036	0.96311	4.3723
51083-1	SUM159PT	TNBC	Basal B	10281-101-1	Vinorelbine			TUBB	TUBB	9042.018	uM	0.013536	0.014798	-0.37884	-0.28059	4.9965	0.82004	0.9845	3.2484
51083-1	SUM159PT	TNBC	Basal B	10282-101-1	Vorinostat			HDAC	HDAC	7531.065	uM	212.6098	402.0749	-0.52295	-0.50931	1.1024	0.45306	0.98953	3.4461
51083-1	SUM159PT	TNBC	Basal B	10283-101-1	XRP44X			ELK3	MAPK	10520.139	uM	0.65397	0.97317	-0.71037	-0.4568	1.6327	0.56704	0.9512	3.6491
51083-1	SUM159PT	TNBC	Basal B	10283-101-1	XRP44X			ELK3	MAPK	11057.151	uM	0.93403	0.78279	0.15654	0.23435	3.5803	0.31029	0.94771	4.1698
51083-1	SUM159PT	TNBC	Basal B	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14176.189	uM	0.20626	0.25694	-0.99993	-0.99993	4.9998	0.8974	0.9827	0.4285
51083-1	SUM159PT	TNBC	Basal B	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14287.189	uM	0.26273	0.36075	-0.91662	-0.89935	3.246	0.80079	0.99759	2.3947
51083-1	SUM159PT	TNBC	Basal B	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14625.189	uM	0.14414	0.20103	-0.69494	-0.72254	2.6877	0.76557	0.99555	2.7202
51083-1	SUM159PT	TNBC	Basal B	10096-101-2	ZM-447439			AURK	AURK	10520.138	uM	2.5029	0.69273	0.20327	0.41131	1.3463	0.22257	0.85981	3.3183
51083-1	SUM159PT	TNBC	Basal B	10096-101-2	ZM-447439			AURK	AURK	11057.15	uM	Inf	0.4334	0.63151	0.62273	5	0.11379	0.98747	4.0042
51084-1	SUM185PE	TNBC	Luminal	10275-101-1	(Z)-4-Hydroxytamoxifen			ESR1		7921.016	uM	7.7812	9.6955	-0.99882	-0.99915	4.9921	0.39577	0.99827	0.6622
51084-1	SUM185PE	TNBC	Luminal	10236-101-1	17-AAG			HSP90	HSP90	10146.037	uM	0.023792	0.028674	-0.99254	-0.77134	5	1.1072	0.96193	0.7169
51084-1	SUM185PE	TNBC	Luminal	10236-101-1	17-AAG			HSP90	HSP90	7921.04	uM	0.036919	0.053129	-0.96626	-0.73989	2.4949	1.0123	0.98408	0.7738
51084-1	SUM185PE	TNBC	Luminal	10237-101-1	5-DFUR			TYMS	TYMS	12269.143	uM	273.6178	1000	-0.7007	-0.8839	0.78552	0.2443	0.81061	0.3088
51084-1	SUM185PE	TNBC	Luminal	10238-101-1	5-FU			TYMS	TYMS	7921.017	uM	1092.8316	1000	0.0086676	0.17922	5	0.15466	0.94269	0.8018
51084-1	SUM185PE	TNBC	Luminal	10239-101-1	AG1024			IGF1R	RTK	7532.066	uM	2.0755	9.8517	-0.39827	-1	0.7054	0.31255	0.96829	0.9011
51084-1	SUM185PE	TNBC	Luminal	10223-101-2	AG1478			EGFR	ErbB	7921.016	uM	Inf	Inf	0.75745	0.75745	0	0.045226	0.55679	0.6622
51084-1	SUM185PE	TNBC	Luminal	10240-101-1	AS-252424			PI3K	PI3K	12269.165	uM	3.5427	4.2268	-0.70706	-0.70878	5	0.28236	0.99257	0.6001
51084-1	SUM185PE	TNBC	Luminal	10133-101-2	Afatinib			EGFR/HER2	ErbB	12269.165	uM	5.1526	6.4188	-0.98606	-1	5	0.34692	0.99603	0.6001
51084-1	SUM185PE	TNBC	Luminal	10232-101-2	Dactolisib			PI3K	PI3K	12269.155	uM	Inf	Inf	0.38522	0.38522	0	0.26646	0.32945	0.7969
51084-1	SUM185PE	TNBC	Luminal	10343-101-1	Baicalein			Lipoxygenase	Metabolism	12269.072	uM	Inf	Inf	0.65339	0.65339	0	0.52109	0.043435	1.1256
51084-1	SUM185PE	TNBC	Luminal	10241-101-4	Bortezomib			Proteasome	Proteasome	15332.203	uM	0.0063362	0.0085026	-0.99669	-0.9967	3.7282	1.4136	0.9927	0.7106
51084-1	SUM185PE	TNBC	Luminal	10241-101-4	Bortezomib			Proteasome	Proteasome	15332.203	uM	0.0063362	0.0085026	-0.99669	-0.9967	3.7282	1.4136	0.9927	0.7106
51084-1	SUM185PE	TNBC	Luminal	10241-101-1	Bortezomib			Proteasome	Proteasome	7532.074	uM	0.028939	0.071497	-0.94138	-0.82337	1.0761	1.0608	0.9695	0.7728
51084-1	SUM185PE	TNBC	Luminal	10241-101-1	Bortezomib			Proteasome	Proteasome	7532.074	uM	0.028939	0.071497	-0.94138	-0.82337	1.0761	1.0608	0.9695	0.7728
51084-1	SUM185PE	TNBC	Luminal	10189-101-2	Bosutinib			Src	nRTK	12269.145	uM	Inf	Inf	0.42688	0.42688	0	0.16852	0.45281	0.4894
51084-1	SUM185PE	TNBC	Luminal	10243-999-1	CGC-11047			Polyamine analogue		10146.124	uM	451.0775	69.3742	0.45871	0.23225	0.3336	0.17481	0.78182	0.9296
51084-1	SUM185PE	TNBC	Luminal	10246-101-1	CPT-11			TOP1	TOP	10146.121	uM	14.1536	27.8776	-0.79719	-1	1.6207	0.20996	0.95884	1.0246
51084-1	SUM185PE	TNBC	Luminal	10242-101-1	Carboplatin			DNA cross-linker	DNA cross-linker	10146.12	uM	121.0648	241.2964	-0.91328	-1	1.5929	0.26563	0.99454	1.0341
51084-1	SUM185PE	TNBC	Luminal	10242-101-1	Carboplatin			DNA cross-linker	DNA cross-linker	7921.011	uM	126.9315	243.6867	-0.96711	-1	1.6844	0.29574	0.98901	0.6757
51084-1	SUM185PE	TNBC	Luminal			80078-1	Cetuximab	EGFR	ErbB	10146.124	uM	Inf	Inf	1.05	1.05	0	-0.05	-Inf	0.9296
51084-1	SUM185PE	TNBC	Luminal			80078-1	Cetuximab	EGFR	ErbB	7921.042	uM	Inf	Inf	1.0399	1.0399	0	-0.049368	-236.5755	0.6355
51084-1	SUM185PE	TNBC	Luminal	10245-101-1	Cisplatin			DNA cross-linker	DNA cross-linker	10146.049	uM	Inf	Inf	1.05	1.05	0	-0.048993	-376.2593	0.8861
51084-1	SUM185PE	TNBC	Luminal	10245-101-1	Cisplatin			DNA cross-linker	DNA cross-linker	7921.017	uM	15.352	26.1413	-0.98798	-1	2.064	0.36793	0.99547	0.8018
51084-1	SUM185PE	TNBC	Luminal	10506-110-1	Dichloroacetate			PDK	PDK	13140.176	uM	Inf	Inf	0.8118	0.8118	0	0.090871	-0.14142	0.6663
51084-1	SUM185PE	TNBC	Luminal	10507-999-1	Disulfiram			Proteasome	Proteasome	13140.174	uM	Inf	Inf	0.55613	-0.15675	0.26264	0.13184	0.5867	0.5769
51084-1	SUM185PE	TNBC	Luminal	10247-101-1	Docetaxel			TUBB	TUBB	10146.002	uM	Inf	0.017452	0.62891	0.5622	5	0.24454	0.61383	0.9649
51084-1	SUM185PE	TNBC	Luminal	10247-101-1	Docetaxel			TUBB	TUBB	7921.002	uM	0.015716	0.015843	0.013828	-0.020536	5	0.52955	0.97547	0.7161
51084-1	SUM185PE	TNBC	Luminal	10248-101-1	Doxorubicin			TOP2	TOP	10146.121	uM	0.29887	0.51632	-0.95343	-0.62468	1.4828	0.61139	0.95922	1.0246
51084-1	SUM185PE	TNBC	Luminal	10249-999-1	Epirubicin			TOP2	TOP	7921.017	uM	0.37333	0.58272	-0.99851	-0.78677	2.123	0.77088	0.98062	0.8018
51084-1	SUM185PE	TNBC	Luminal	10097-102-3	Erlotinib			EGFR	ErbB	7532.091	uM	Inf	12.6435	0.63266	0.63205	3.8299	0.017917	0.92798	0.9414
51084-1	SUM185PE	TNBC	Luminal	10250-101-1	Etoposide			TOP2	TOP	7532.074	uM	4.5857	14.6041	-0.20166	-0.42991	0.53566	0.36805	0.98356	0.7728
51084-1	SUM185PE	TNBC	Luminal	10235-101-2	Everolimus			MTOR	MTOR	12269.164	uM	4.1439	6.969	-0.69782	-0.73376	1.7375	0.4199	0.71673	0.4042
51084-1	SUM185PE	TNBC	Luminal	10508-101-1	FTase Inhibitor I			Ftase	MAPK	12269.154	uM	Inf	Inf	0.094352	0.094352	0	0.395	0.04157	0.9999
51084-1	SUM185PE	TNBC	Luminal	10251-112-1	Fascaplysin			CDK4	CDK	7532.084	uM	0.051157	0.1164	-0.99834	-1	1.3363	0.91995	0.99406	0.777
51084-1	SUM185PE	TNBC	Luminal	10062-101-3	GSK1070916			AURK	AURK	10146.001	uM	1.011	2.2108	-0.99596	-1	1.4042	0.38386	0.99348	0.7356
51084-1	SUM185PE	TNBC	Luminal	10255-101-1	GSK1838705A			IGF1R	RTK	7532.071	uM	5.3621	7.3566	-0.99469	-1	3.4739	0.54572	0.94524	0.8178
51084-1	SUM185PE	TNBC	Luminal	10255-101-1	GSK1838705A			IGF1R	RTK	7532.091	uM	28.9511	41.9515	-0.98604	-1	2.962	0.27136	0.84507	0.9414
51084-1	SUM185PE	TNBC	Luminal	10255-101-1	GSK1838705A			IGF1R	RTK	7532.098	uM	2.2938	3.6327	-0.99724	-1	2.3895	0.58388	0.9418	0.6992
51084-1	SUM185PE	TNBC	Luminal	10013-101-3	GSK461364			PLK1	PLK	10146.001	uM	1.7674	4.9434	-0.96564	-1	1.0681	0.41533	0.8876	0.7356
51084-1	SUM185PE	TNBC	Luminal	10257-101-1	GSK923295			CENPE	Kinesin	10146.001	uM	2.667	8.0923	-0.88002	-1	0.98978	0.31374	0.88958	0.7356
51084-1	SUM185PE	TNBC	Luminal	10098-101-2	Gefitinib			EGFR	ErbB	10146.049	uM	9.5816	10.8283	-0.39975	-0.40571	4.8572	0.078247	0.99248	0.8861
51084-1	SUM185PE	TNBC	Luminal	10098-101-2	Gefitinib			EGFR	ErbB	7921.016	uM	7.8235	9.387	-0.73038	-0.73363	4.9568	0.11635	0.99541	0.6622
51084-1	SUM185PE	TNBC	Luminal	10108-101-2	Geldanamycin			HSP90	HSP90	10146.049	uM	0.017461	0.021138	-0.85752	-0.80007	5	1.1932	0.99774	0.8861
51084-1	SUM185PE	TNBC	Luminal	10108-101-2	Geldanamycin			HSP90	HSP90	7921.04	uM	0.015497	0.02132	-0.6986	-0.62804	2.5504	1.0663	0.99713	0.7738
51084-1	SUM185PE	TNBC	Luminal	10252-101-1	Gemcitabine			DNA replication	DNA replication	10146.12	uM	0.2068	0.07407	0.19099	0.2819	0.80806	0.37422	0.93305	1.0341
51084-1	SUM185PE	TNBC	Luminal	10252-101-1	Gemcitabine			DNA replication	DNA replication	7921.011	uM	0.32773	0.14516	0.15776	0.20942	0.66647	0.42943	0.94539	0.6757
51084-1	SUM185PE	TNBC	Luminal	10253-102-1	Glycyl-H-1152			ROCK2		12269.16	uM	Inf	Inf	0.18922	0.18922	0	0.66674	0.29141	0.6567
51084-1	SUM185PE	TNBC	Luminal	10259-101-1	ICRF-193			TOP2	TOP	12269.157	uM	Inf	Inf	1.05	1.05	0	0.10115	0.12151	0.5397
51084-1	SUM185PE	TNBC	Luminal	10258-110-1	Ibandronate			FDPS		12269.143	uM	160.4299	196.1213	-0.86381	-0.86511	5	0.44059	0.87509	0.3088
51084-1	SUM185PE	TNBC	Luminal	10023-103-3	Imatinib			ABL/KIT/PDGFR	nRTK	7532.091	uM	13.0021	19.911	-0.98808	-0.9968	2.5729	0.50054	0.9982	0.9414
51084-1	SUM185PE	TNBC	Luminal	10260-999-1	Ispinesib			KSP	Kinesin	7532.067	uM	0.098399	0.67187	-0.98932	-1	0.57189	0.64956	0.94647	0.9744
51084-1	SUM185PE	TNBC	Luminal	10261-101-1	Ixabepilone			TUBB	TUBB	7532.095	uM	0.0031534	0.10647	-0.9979	-1	0.31216	0.95278	0.83095	0.7413
51084-1	SUM185PE	TNBC	Luminal	10208-101-2	JNK-IN-5A			JNK	JNK	12269.144	uM	Inf	Inf	-0.24207	-0.24207	0	0.26869	0.52174	1.0241
51084-1	SUM185PE	TNBC	Luminal	10263-101-1	LBH589			HDAC	HDAC	12269.154	uM	0.07923	0.19201	-0.93275	-0.91554	1.1756	0.76219	0.9993	0.9999
51084-1	SUM185PE	TNBC	Luminal	10051-999-3	Lapatinib			EGFR/HER2	ErbB	7532.098	uM	Inf	Inf	0.87465	0.87465	0	0.13048	0.37367	0.6992
51084-1	SUM185PE	TNBC	Luminal	10230-101-2	Lestaurtinib			FLT3/JAK2/TrkA	RTK	12269.154	uM	0.04492	0.47511	-0.96588	-1	0.46578	0.76284	0.79445	0.9999
51084-1	SUM185PE	TNBC	Luminal	10107-101-2	MG-132			Proteasome	Proteasome	12269.145	uM	0.063313	0.088074	-0.99244	-0.87816	3.0716	0.94365	0.98797	0.4894
51084-1	SUM185PE	TNBC	Luminal	10107-101-2	MG-132			Proteasome	Proteasome	12269.145	uM	0.063313	0.088074	-0.99244	-0.87816	3.0716	0.94365	0.98797	0.4894
51084-1	SUM185PE	TNBC	Luminal	10265-101-1	Pevonedistat			NAE1	NAE1	12269.135	uM	0.032192	1.248	-0.45599	-0.83654	0.26882	0.68311	0.77439	1.053
51084-1	SUM185PE	TNBC	Luminal	10511-999-1	Mebendazole					13140.174	uM	0.40247	0.41642	-0.080855	-0.037361	2.1152	0.47037	0.95707	0.5769
51084-1	SUM185PE	TNBC	Luminal	10264-101-1	Methotrexate			DHFR	Metabolism	7532.084	uM	Inf	Inf	0.80473	0.80473	0	0.085468	0.15117	0.777
51084-1	SUM185PE	TNBC	Luminal	10512-999-1	Methylglyoxal					13619.184	uM	665.7746	699.5391	-0.6332	-0.14032	5	0.47586	0.58061	0.8825
51084-1	SUM185PE	TNBC	Luminal	10266-101-1	NSC 663284			CDC25	CDC	12269.152	uM	0.28492	0.80724	-0.99086	-1	1.0549	0.82152	0.98288	0.8791
51084-1	SUM185PE	TNBC	Luminal	10267-101-1	NU6102			CDK1/2	CDK	12269.147	uM	Inf	Inf	-0.7298	-0.7298	0	0.53195	0.25307	0.8519
51084-1	SUM185PE	TNBC	Luminal	10513-999-1	Nelfinavir					13140.174	uM	5.1415	9.0519	-0.87964	-1	1.9423	0.29828	0.9624	0.5769
51084-1	SUM185PE	TNBC	Luminal	10099-101-2	Nilotinib			ABL	nRTK	12269.145	uM	Inf	Inf	-0.20472	-0.20472	0	0.31869	0.1533	0.4894
51084-1	SUM185PE	TNBC	Luminal	10268-101-1	Nutlin 3a			MDM2	MDM2	7532.066	uM	24.191	48.1987	-0.26404	-1	1.5937	0.1621	0.91844	0.9011
51084-1	SUM185PE	TNBC	Luminal	10344-101-1	Olomoucine II			CDK1	CDK	12269.147	uM	0.95156	11.5738	-0.59546	-1	0.43973	0.49578	0.61517	0.8519
51084-1	SUM185PE	TNBC	Luminal	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	10146.12	uM	38.3025	59.4458	-0.97025	-0.9779	2.4656	0.39889	0.98892	1.0341
51084-1	SUM185PE	TNBC	Luminal	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	7921.011	uM	33.1327	44.3069	-0.98119	-0.98434	3.7441	0.41504	0.99182	0.6757
