,unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,NCI60.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,NCI60.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Cescon.cellid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid,Cleveland.cellid,Cleveland.tissueid
1188,SF8657,NA,SF8657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA
1189,SH-10-TC,NA,SH-10-TC,NA,NA,NA,NA,SH10TC,NA,SH-10-TC,NA,NA,SH10TC,NA,NA,NA,stomach,NA,NA,NA,NA,STOMACH,NA,stomach,NA,NA,NA,stomach,stomach,stomach,NA,NA,SH10TC,stomach
1190,SH-SY5Y,NA,SH-SY5Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,autonomic_ganglia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,NA,NA,NA
1191,SK-BR-3,NA,SK-BR-3,SKBR3,NA,SKBR3,SK-BR-3,NA,NA,SK-BR-3,NA,skbr3,SKBR3,SK-BR-3,NA,NA,breast,breast,NA,breast,Breast,NA,NA,breast,NA,SKBR3,breast,breast,breast,breast,Breast,NA,SKBR3,breast
1192,SK-ES-1,NA,SK-ES-1,NA,NA,NA,NA,NA,SK-ES-1,SK-ES-1,SK-ES-1,NA,SKES1,NA,SK-ES-1,NA,bone,NA,NA,NA,NA,NA,Bone,bone,NA,NA,NA,bone,bone,bone,NA,bone,SKES1,bone
1193,SK-MEL-31,NA,SK-MEL-31,NA,NA,NA,SK-MEL-31,NA,SK-MEL-31,SK-MEL-31,SK-MEL-31,NA,SKMEL31,SK-MEL-31,SK-MEL-31,NA,skin,NA,NA,NA,Skin,NA,Skin,skin,NA,NA,NA,skin,skin,skin,NA,skin,NA,NA
1194,SK-N-BE(2),NA,SK-N-BE(2),NA,NA,NA,NA,NA,NA,SK-N-BE_2_,NA,NA,SKNBE2,SK-N-BE(2),NA,NA,autonomic_ganglia,NA,NA,NA,NA,NA,NA,autonomic_ganglia,NA,NA,NA,NA,autonomic_ganglia,autonomic_ganglia,Brain,NA,SKNBE2,NA
1195,SK-N-MC,NA,SK-N-MC,NA,NA,NA,NA,NA,NA,SK-N-MC,NA,NA,SKNMC,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,bone,bone,bone,NA,NA,SKNMC,bone
1196,SK-N-SH,NA,SK-N-SH,NA,NA,NA,SK-N-SH,NA,SK-N-SH,NA,SK-N-SH,NA,SKNSH,SK-N-SH,SK-N-SH,NA,autonomic_ganglia,NA,NA,NA,Brain,NA,Brain,NA,NA,NA,NA,autonomic_ganglia,autonomic_ganglia,autonomic_ganglia,Brain,autonomic_ganglia,SKNSH,autonomic_ganglia
1197,SK-RC 31,NA,SK-RC 31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
1198,SK-RC-20,NA,SK-RC-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
1199,SLR 20,NA,SLR 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
1200,SLR 21,NA,SLR 21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
1201,SLR 23,NA,SLR 23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
1202,SLR 24,NA,SLR 24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
1203,SLR 25,NA,SLR 25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
1204,SLR 26,NA,SLR 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
1205,SNU-1033,NA,SNU-1033,NA,NA,NA,NA,NA,NA,SNU-1033,NA,NA,SNU1033,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,large_intestine,large_intestine,large_intestine,NA,NA,SNU1033,large_intestine
1206,SNU-1040,NA,SNU-1040,NA,NA,NA,NA,SNU1040,SNU-1040,SNU-1040,SNU-1040,NA,NA,NA,SNU-1040,NA,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,large_intestine,large_intestine,NA,NA,NA,large_intestine,large_intestine,NA,NA,large_intestine,NA,NA
1207,SNU-1041,NA,SNU-1041,NA,NA,NA,NA,NA,NA,SNU-1041,NA,NA,SNU1041,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,SNU1041,upper_aerodigestive_tract
1208,SNU-1066,NA,SNU-1066,NA,NA,NA,NA,NA,NA,SNU-1066,NA,NA,SNU1066,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,SNU1066,upper_aerodigestive_tract
1209,SNU-1076,NA,SNU-1076,NA,NA,NA,NA,NA,NA,SNU-1076,NA,NA,SNU1076,SNU-1076,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,NA,NA
1210,SNU-1077,NA,SNU-1077,NA,NA,NA,NA,NA,NA,SNU-1077,NA,NA,SNU1077,NA,NA,NA,endometrium,NA,NA,NA,NA,NA,NA,endometrium,NA,NA,NA,NA,endometrium,endometrium,NA,NA,SNU1077,endometrium
1211,SNU-1079,NA,SNU-1079,NA,NA,NA,NA,NA,NA,SNU-1079,NA,NA,SNU1079,NA,NA,NA,biliary_tract,NA,NA,NA,NA,NA,NA,biliary_tract,NA,NA,NA,biliary_tract,biliary_tract,biliary_tract,NA,NA,NA,NA
1212,SNU-1105,NA,SNU-1105,NA,NA,NA,NA,NA,NA,SNU-1105,NA,NA,SNU1105,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,SNU1105,central_nervous_system
1213,SNU-119,NA,SNU-119,NA,NA,NA,NA,NA,NA,SNU-119,NA,NA,SNU119,NA,NA,NA,ovary,NA,NA,NA,NA,NA,NA,ovary,NA,NA,NA,NA,ovary,ovary,NA,NA,SNU119,ovary
1214,SNU-1196,NA,SNU-1196,NA,NA,NA,NA,NA,NA,SNU-1196,NA,NA,SNU1196,NA,NA,NA,biliary_tract,NA,NA,NA,NA,NA,NA,biliary_tract,NA,NA,NA,biliary_tract,biliary_tract,biliary_tract,NA,NA,SNU1196,biliary_tract
1215,SNU-1197,NA,SNU-1197,NA,NA,NA,NA,NA,NA,SNU-1197,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,large_intestine,large_intestine,NA,NA,NA,NA,NA
1216,SNU-1214,NA,SNU-1214,NA,NA,NA,NA,NA,NA,SNU-1214,NA,NA,SNU1214,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,SNU1214,upper_aerodigestive_tract
1217,SNU-1272,NA,SNU-1272,NA,NA,NA,NA,NA,NA,SNU-1272,NA,NA,SNU1272,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,kidney,kidney,NA,NA,SNU1272,kidney
1218,SNU-175,NA,SNU-175,NA,NA,NA,NA,SNU175,SNU-175,SNU-175,NA,NA,SNU175,NA,SNU-175,NA,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,large_intestine,large_intestine,NA,NA,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine,SNU175,large_intestine
1219,SNU-182,NA,SNU-182,SNU182,NA,NA,SNU-182,NA,SNU-182,SNU-182,SNU-182,NA,SNU182,SNU-182,SNU-182,NA,liver,liver,NA,NA,Liver,NA,Liver,liver,NA,NA,NA,liver,liver,liver,Liver,liver,SNU182,liver
1220,SNU-201,NA,SNU-201,NA,NA,NA,NA,NA,NA,SNU-201,NA,NA,SNU201,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,NA
1221,SNU-213,NA,SNU-213,NA,NA,NA,NA,NA,NA,SNU-213,NA,NA,SNU213,NA,NA,NA,pancreas,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,pancreas,pancreas,pancreas,NA,NA,NA,NA
1222,SNU-216,NA,SNU-216,NA,NA,NA,SNU-216,NA,NA,SNU-216,NA,NA,SNU216,SNU-216,NA,NA,stomach,NA,NA,NA,Stomach,NA,NA,stomach,NA,NA,NA,stomach,stomach,stomach,NA,NA,SNU216,stomach
1223,SNU-245,NA,SNU-245,NA,NA,NA,NA,NA,NA,SNU-245,NA,NA,SNU245,NA,NA,NA,biliary_tract,NA,NA,NA,NA,NA,NA,biliary_tract,NA,NA,NA,biliary_tract,biliary_tract,biliary_tract,NA,NA,SNU245,biliary_tract
1224,SNU-283,NA,SNU-283,NA,NA,NA,NA,NA,SNU-283,NA,SNU-283,NA,NA,NA,SNU-283,NA,large_intestine,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,large_intestine,large_intestine,NA,NA,large_intestine,SNU283,large_intestine
1225,SNU-308,NA,SNU-308,NA,NA,NA,NA,NA,NA,SNU-308,NA,NA,SNU308,NA,NA,NA,biliary_tract,NA,NA,NA,NA,NA,NA,biliary_tract,NA,NA,NA,biliary_tract,biliary_tract,biliary_tract,NA,NA,SNU308,biliary_tract
1226,SNU-324,NA,SNU-324,NA,NA,NA,NA,NA,NA,SNU-324,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,pancreas,pancreas,NA,NA,NA,NA,NA
1227,SNU-349,NA,SNU-349,NA,NA,NA,NA,NA,NA,SNU-349,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
1228,SNU-398,NA,SNU-398,SNU398,NA,NA,SNU-398,SNU398,SNU-398,SNU-398,SNU-398,NA,SNU398,SNU-398,SNU-398,NA,liver,liver,NA,NA,Liver,LIVER,Liver,liver,NA,NA,NA,liver,liver,liver,Liver,liver,SNU398,liver
1229,SNU-407,NA,SNU-407,NA,NA,NA,NA,NA,SNU-407,SNU-407,SNU-407,NA,SNU407,NA,SNU-407,NA,large_intestine,NA,NA,NA,NA,NA,large_intestine,large_intestine,NA,NA,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine,SNU407,large_intestine
1230,SNU-410,NA,SNU-410,NA,NA,NA,NA,NA,NA,SNU-410,NA,NA,SNU410,NA,NA,NA,pancreas,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,pancreas,pancreas,pancreas,NA,NA,NA,NA
1231,SNU-46,NA,SNU-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,SNU46,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,SNU46,upper_aerodigestive_tract
1232,SNU-466,NA,SNU-466,NA,NA,NA,NA,NA,NA,SNU-466,NA,NA,SNU466,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,SNU466,central_nervous_system
1233,SNU-478,NA,SNU-478,NA,NA,NA,NA,NA,NA,SNU-478,NA,NA,SNU478,NA,NA,NA,biliary_tract,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,pancreas,pancreas,biliary_tract,NA,NA,SNU478,biliary_tract
1234,SNU-489,NA,SNU-489,NA,NA,NA,NA,NA,NA,SNU-489,NA,NA,SNU489,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,NA
1235,SNU-503,NA,SNU-503,NA,NA,NA,NA,NA,NA,SNU-503,NA,NA,SNU503,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,large_intestine,large_intestine,large_intestine,NA,NA,SNU503,large_intestine
1236,SNU-520,NA,SNU-520,NA,NA,NA,NA,NA,NA,SNU-520,NA,NA,NA,NA,NA,NA,stomach,NA,NA,NA,NA,NA,NA,stomach,NA,NA,NA,stomach,stomach,NA,NA,NA,NA,NA
1237,SNU-601,NA,SNU-601,NA,NA,NA,SNU-601,NA,NA,SNU-601,NA,NA,SNU601,SNU-601,NA,NA,stomach,NA,NA,NA,Stomach,NA,NA,stomach,NA,NA,NA,stomach,stomach,stomach,NA,NA,SNU601,stomach
1238,SNU-61,NA,SNU-61,NA,NA,NA,NA,SNU61,SNU-61,SNU-61,SNU-61,NA,SNU61,NA,SNU-61,NA,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,large_intestine,large_intestine,NA,NA,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine,SNU61,large_intestine
1239,SNU-620,NA,SNU-620,NA,NA,NA,SNU-620,NA,NA,SNU-620,NA,NA,SNU620,SNU-620,NA,NA,stomach,NA,NA,NA,Stomach,NA,NA,stomach,NA,NA,NA,stomach,stomach,stomach,NA,NA,NA,NA
1240,SNU-626,NA,SNU-626,NA,NA,NA,NA,NA,NA,SNU-626,NA,NA,SNU626,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,NA
1241,SNU-668,NA,SNU-668,NA,NA,NA,SNU-668,NA,NA,SNU-668,NA,NA,SNU668,SNU-668,NA,NA,stomach,NA,NA,NA,Stomach,NA,NA,stomach,NA,NA,NA,stomach,stomach,stomach,NA,NA,SNU668,stomach
1242,SNU-685,NA,SNU-685,NA,NA,NA,NA,NA,NA,SNU-685,NA,NA,SNU685,NA,NA,NA,endometrium,NA,NA,NA,NA,NA,NA,endometrium,NA,NA,NA,NA,endometrium,endometrium,NA,NA,SNU685,endometrium
1243,SNU-719,NA,SNU-719,NA,NA,NA,SNU-719,NA,NA,SNU-719,NA,NA,SNU719,SNU-719,NA,NA,stomach,NA,NA,NA,Stomach,NA,NA,stomach,NA,NA,NA,stomach,stomach,stomach,NA,NA,SNU719,stomach
1244,SNU-738,NA,SNU-738,NA,NA,NA,NA,NA,NA,SNU-738,NA,NA,SNU738,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,NA
1245,SNU-761,NA,SNU-761,NA,NA,NA,NA,NA,NA,SNU-761,NA,NA,SNU761,NA,NA,NA,liver,NA,NA,NA,NA,NA,NA,liver,NA,NA,NA,NA,liver,liver,NA,NA,SNU761,liver
1246,SNU-8,NA,SNU-8,NA,NA,NA,NA,NA,NA,SNU-8,NA,NA,SNU8,NA,NA,NA,ovary,NA,NA,NA,NA,NA,NA,ovary,NA,NA,NA,NA,ovary,ovary,NA,NA,NA,NA
1247,SNU-81,NA,SNU-81,NA,NA,NA,NA,SNU81,SNU-81,SNU-81,NA,NA,SNU81,NA,SNU-81,NA,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,large_intestine,large_intestine,NA,NA,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine,SNU81,large_intestine
1248,SNU-840,NA,SNU-840,NA,NA,NA,NA,SNU840,NA,SNU-840,NA,NA,SNU840,NA,NA,NA,ovary,NA,NA,NA,NA,OVARY,NA,ovary,NA,NA,NA,NA,ovary,ovary,NA,NA,SNU840,ovary
1249,SNU-869,NA,SNU-869,NA,NA,NA,NA,NA,NA,SNU-869,NA,NA,SNU869,NA,NA,NA,biliary_tract,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,pancreas,pancreas,biliary_tract,NA,NA,SNU869,biliary_tract
1250,SNU-878,NA,SNU-878,NA,NA,NA,NA,NA,NA,SNU-878,NA,NA,SNU878,NA,NA,NA,liver,NA,NA,NA,NA,NA,NA,liver,NA,NA,NA,NA,liver,liver,NA,NA,NA,NA
1251,SNU-886,NA,SNU-886,NA,NA,NA,NA,NA,NA,SNU-886,NA,NA,SNU886,NA,NA,NA,liver,NA,NA,NA,NA,NA,NA,liver,NA,NA,NA,NA,liver,liver,NA,NA,SNU886,liver
1252,SNU-899,NA,SNU-899,NA,NA,NA,NA,NA,NA,SNU-899,NA,NA,SNU899,SNU-899,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,SNU899,upper_aerodigestive_tract
1253,SNU-C2A,NA,SNU-C2A,NA,NA,NA,NA,SNUC2A,NA,SNU-C2A,NA,NA,SNUC2A,NA,NA,NA,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,NA,large_intestine,NA,NA,NA,large_intestine,large_intestine,large_intestine,NA,NA,SNUC2A,large_intestine
1254,SNU-C4,NA,SNU-C4,NA,NA,NA,NA,SNUC4,NA,SNU-C4,NA,NA,SNUC4,NA,NA,NA,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,NA,large_intestine,NA,NA,NA,large_intestine,large_intestine,large_intestine,NA,NA,SNUC4,large_intestine
1255,SNU-C5,NA,SNU-C5,NA,NA,NA,NA,SNUC5,SNU-C5,SNU-C5,SNU-C5,NA,SNUC5,SNU-C5,SNU-C5,NA,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,large_intestine,large_intestine,NA,NA,NA,NA,large_intestine,large_intestine,NA,large_intestine,SNUC5,large_intestine
1256,Sq-1,NA,Sq-1,NA,NA,NA,NA,SQ1,NA,Sq-1,NA,NA,SQ1,NA,NA,NA,lung,NA,NA,NA,NA,LUNG,NA,lung,NA,NA,NA,lung,lung,lung,NA,NA,NA,NA
1257,SU-DHL-10,NA,SU-DHL-10,SUDHL10,NA,NA,SU-DHL-10,NA,SU-DHL-10,SU-DHL-10,SU-DHL-10,NA,SUDHL10,SU-DHL-10,SU-DHL-10,NA,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,Pleura,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Lung,haematopoietic_and_lymphoid_tissue,NA,NA
1258,SU-DHL-4,NA,SU-DHL-4,NA,NA,NA,SU-DHL-4,SUDHL4,SU-DHL-4,SU-DHL-4,SU-DHL-4,NA,SUDHL4,SU-DHL-4,SU-DHL-4,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Lymph Node,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA
1259,SU-DHL-5,NA,SU-DHL-5,SUDHL5,NA,NA,SU-DHL-5,SUDHL5,SU-DHL-5,SU-DHL-5,SU-DHL-5,NA,NA,SU-DHL-5,SU-DHL-5,NA,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,Lymph Node,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
1260,SU-DHL-6,NA,SU-DHL-6,SUDHL6,NA,NA,SU-DHL-6,NA,SU-DHL-6,SU-DHL-6,SU-DHL-6,NA,SUDHL6,SU-DHL-6,SU-DHL-6,NA,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,Lymph Node,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA
1261,SU-DHL-8,NA,SU-DHL-8,NA,NA,NA,SU-DHL-8,NA,SU-DHL-8,SU-DHL-8,SU-DHL-8,NA,SUDHL8,SU-DHL-8,SU-DHL-8,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Lymph Node,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA
1262,SU.86.86,NA,SU.86.86,NA,NA,NA,SU.86.86,NA,SU8686,SU.86.86,SU8686,NA,SU8686,SU.86.86,SU8686,NA,pancreas,NA,NA,NA,Pancreas,NA,pancreas,pancreas,NA,NA,NA,NA,pancreas,pancreas,Pancreas,pancreas,SU8686,pancreas
1263,SUIT-2,NA,SUIT-2,NA,NA,NA,SUIT-2,SUIT2,SUIT-2,SUIT-2,SUIT-2,NA,SUIT2,SUIT-2,SUIT-2,NA,pancreas,NA,NA,NA,Pancreas,PANCREAS,Pancreas,pancreas,NA,NA,NA,pancreas,pancreas,pancreas,Pancreas,pancreas,NA,NA
1264,SUP-B15,NA,SUP-B15,NA,NA,NA,SUP-B15,NA,SUP-B15,SUP-B15,SUP-B15,NA,SUPB15,SUP-B15,SUP-B15,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
1265,SUP-HD1,NA,SUP-HD1,NA,NA,NA,NA,NA,SUP-HD1,NA,SUP-HD1,NA,SUPHD1,NA,SUP-HD1,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
1266,SUP-M2,NA,SUP-M2,NA,NA,NA,NA,NA,SUP-M2,SUP-M2,NA,NA,SUPM2,NA,SUP-M2,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
1267,SUP-T11,NA,SUP-T11,NA,NA,NA,NA,NA,NA,SUP-T11,NA,NA,SUPT11,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA
1268,SW 1271,NA,SW 1271,NA,NA,NA,NA,NA,SW1271,SW_1271,SW1271,NA,SW1271,NA,SW1271,NA,lung,NA,NA,NA,NA,NA,lung,lung,NA,NA,NA,NA,lung,lung,NA,lung,SW1271,lung
1269,SW 1353,NA,SW 1353,SW1353,NA,NA,NA,NA,NA,SW_1353,NA,NA,SW1353,NA,NA,NA,bone,bone,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,bone,bone,NA,NA,NA,NA
1270,SW480,NA,SW480,SW480,NA,NA,SW 480,SW480,NA,SW480,NA,NA,NA,SW 480,NA,NA,large_intestine,colon,NA,NA,Colon,LARGE_INTESTINE,NA,large_intestine,NA,NA,NA,large_intestine,large_intestine,NA,Colon,NA,SW480,large_intestine
1271,SW579,NA,SW579,SW579,NA,NA,NA,NA,NA,SW579,NA,NA,SW579,NA,NA,NA,thyroid,thyroid,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,thyroid,NA,NA,SW579,thyroid
1272,T.T,NA,T.T,NA,NA,NA,NA,NA,NA,T.T,NA,NA,NA,T.T,T-T,NA,oesophagus,NA,NA,NA,NA,NA,NA,oesophagus,NA,NA,NA,NA,oesophagus,NA,NA,oesophagus,JCRB0262,NA
1273,T3M-10,NA,T3M-10,NA,NA,NA,NA,T3M10,NA,T3M-10,NA,NA,T3M10,NA,NA,NA,lung,NA,NA,NA,NA,LUNG,NA,lung,NA,NA,NA,NA,lung,lung,NA,NA,T3M10,lung
1274,T3M-4,NA,T3M-4,NA,NA,NA,NA,NA,NA,T3M-4,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,NA,pancreas,NA,NA,NA,NA,NA
1275,TC-32,NA,TC-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bone,bone,NA,NA,NA,NA,NA
1276,TC-71,NA,TC-71,NA,NA,NA,TC-71,NA,TC-71,TC-71,TC-71,NA,TC71,TC-71,TC-71,NA,bone,NA,NA,NA,Bone,NA,bone,bone,NA,NA,NA,bone,bone,bone,Bone,bone,NA,NA
1277,TCC-PAN2,NA,TCC-PAN2,NA,NA,NA,TCC-PAN2,NA,NA,TCC-PAN2,NA,NA,TCCPAN2,TCC-PAN2,NA,NA,pancreas,NA,NA,NA,Pancreas,NA,NA,pancreas,NA,NA,NA,NA,pancreas,pancreas,NA,NA,TCCPAN2,pancreas
1278,TE 125.T,NA,TE 125.T,NA,NA,NA,NA,NA,NA,TE_125.T,NA,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,NA,soft_tissue,NA,NA,NA,TE125T,soft_tissue
